desc_cod_escoa_sanitario_domic_fam;cod_familiar_fam
Direto para um rio, lago ou mar;1530395666
Vala a céu aberto;1530395828
Vala a céu aberto;1530400929
Vala a céu aberto;1530401577
Vala a céu aberto;1530401810
Vala a céu aberto;1530401909
Direto para um rio, lago ou mar;1530402204
Fossa rudimentar;1530402468
Vala a céu aberto;1530402891
Fossa rudimentar;1530403197
Vala a céu aberto;1530404088
Vala a céu aberto;1530404592
Vala a céu aberto;1530405211
Vala a céu aberto;1530405483
Fossa rudimentar;1530405726
Vala a céu aberto;1530405807
Fossa rudimentar;1530407001
;1530407850
Fossa séptica;1530408237
Vala a céu aberto;1530408580
Fossa séptica;1530408822
Outra forma;1530409713
Direto para um rio, lago ou mar;1530409985
Vala a céu aberto;1530410487
Vala a céu aberto;1530411700
Vala a céu aberto;1541151267
Vala a céu aberto;1541151933
Fossa séptica;1542000939
Fossa séptica;1542670667
Vala a céu aberto;1542671043
Vala a céu aberto;1542671124
Vala a céu aberto;1542674069
Fossa séptica;1542674492
Fossa séptica;1542674905
;1576297756
Vala a céu aberto;1576298566
Vala a céu aberto;1576299023
Outra forma;1576299376
Vala a céu aberto;1576299538
Vala a céu aberto;1576299619
Fossa séptica;1576299708
Fossa séptica;1576301370
Vala a céu aberto;1576301451
Vala a céu aberto;1576301966
Vala a céu aberto;1576302180
Fossa séptica;1576302342
Vala a céu aberto;1576302857
Fossa séptica;1576303152
Vala a céu aberto;1576303233
Outra forma;1576303314
Vala a céu aberto;1576303667
Outra forma;1542675545
Fossa séptica;1552886441
;1552886875
Direto para um rio, lago ou mar;1552887332
Fossa séptica;1552887413
Fossa séptica;1554041481
Vala a céu aberto;1554041643
Vala a céu aberto;1556784341
Vala a céu aberto;1560197366
Vala a céu aberto;1560197790
Vala a céu aberto;1563753030
Fossa séptica;1563753545
Vala a céu aberto;1563753707
;1563753898
Fossa rudimentar;1563755327
Fossa séptica;1563756056
Outra forma;1563756137
Fossa séptica;1563757290
Fossa rudimentar;1563757370
Vala a céu aberto;1563757613
Fossa séptica;1563757702
Fossa séptica;1563758008
Outra forma;1563758261
Vala a céu aberto;1563758695
Fossa séptica;1563758776
Outra forma;1563759152
Fossa séptica;1563759314
Fossa séptica;1563759748
Fossa rudimentar;1563759829
Vala a céu aberto;1563760088
Fossa séptica;1563760169
;1563760320
Outra forma;1563760401
Vala a céu aberto;1563760754
Fossa rudimentar;1563761050
Fossa séptica;1563761130
Outra forma;1563761998
Vala a céu aberto;1563762960
Fossa séptica;1563763001
Vala a céu aberto;1563763184
Fossa rudimentar;1563763265
Fossa séptica;1571652647
Vala a céu aberto;1574838601
Fossa séptica;1576288684
Vala a céu aberto;1576289060
Direto para um rio, lago ou mar;1576289494
Vala a céu aberto;1576289737
Vala a céu aberto;1576290158
;1576290743
Vala a céu aberto;1576290824
Outra forma;1576290905
Vala a céu aberto;1576291472
Vala a céu aberto;1576292444
Vala a céu aberto;1576292525
Vala a céu aberto;1576293092
Fossa séptica;1576294226
Outra forma;1576294498
Outra forma;1576294650
Fossa séptica;1576295460
Outra forma;1576295540
Outra forma;1576295974
Fossa séptica;1576296008
Outra forma;1576296431
Vala a céu aberto;1576296601
;1576296784
Fossa séptica;1576297160
Vala a céu aberto;1576297241
Fossa séptica;1576297322
Vala a céu aberto;1576305015
Vala a céu aberto;1576305449
Vala a céu aberto;1576305872
Vala a céu aberto;1576306844
Vala a céu aberto;1576308030
Outra forma;1576308200
Vala a céu aberto;1576308383
;1576308707
Outra forma;1576310442
Vala a céu aberto;1576310957
Vala a céu aberto;1576312909
Fossa séptica;1576314510
Vala a céu aberto;1576314600
Outra forma;1576315088
Vala a céu aberto;1576316807
Outra forma;1576317374
Vala a céu aberto;1576317706
Fossa séptica;1576318184
Fossa séptica;1576318265
Outra forma;1576318427
Fossa séptica;1576318508
Outra forma;1576318850
Fossa séptica;1576319075
Vala a céu aberto;1576319318
Outra forma;1576319660
;1576319741
;1576319903
Vala a céu aberto;1576320405
Vala a céu aberto;1576320758
Direto para um rio, lago ou mar;1576320839
;1576321215
Fossa séptica;1576321568
Outra forma;1576321720
Fossa rudimentar;1576322882
Fossa séptica;1576322963
Vala a céu aberto;1576323188
Outra forma;1576323269
Fossa séptica;1576323340
Vala a céu aberto;1576323501
Fossa séptica;1576323692
Fossa séptica;1576323773
Outra forma;1576323854
Vala a céu aberto;1576324150
Fossa rudimentar;1576325202
Fossa séptica;1576325474
Vala a céu aberto;1576326012
Fossa séptica;1576326608
Vala a céu aberto;1576327094
Fossa séptica;1576328651
Outra forma;1576329038
Vala a céu aberto;1576329208
Vala a céu aberto;1576329704
Vala a céu aberto;1576331288
Vala a céu aberto;1576331369
Vala a céu aberto;1576331520
Fossa séptica;1576332250
Fossa séptica;1576332683
Vala a céu aberto;1576332764
Fossa séptica;1576333060
Fossa séptica;1576333221
Vala a céu aberto;1576333574
Fossa séptica;1576333906
Vala a céu aberto;1576335194
Vala a céu aberto;1576335437
Vala a céu aberto;1576335518
Fossa rudimentar;1576335941
Vala a céu aberto;1576337995
Fossa rudimentar;1576338290
Outra forma;1576339262
Fossa rudimentar;1576339505
Fossa séptica;1576340198
;1576341160
Fossa rudimentar;1576341755
Fossa séptica;1576341917
Vala a céu aberto;1576342050
Direto para um rio, lago ou mar;1576342565
Vala a céu aberto;1576342646
Vala a céu aberto;1576343022
Vala a céu aberto;1576343294
Outra forma;1576343375
Fossa séptica;1576343456
Vala a céu aberto;1576344851
Vala a céu aberto;1576346129
Vala a céu aberto;1576346803
Fossa rudimentar;1576347281
Outra forma;1576347362
;1576347524
;1576347958
Outra forma;1576348504
Direto para um rio, lago ou mar;1576348768
Vala a céu aberto;1576349497
Outra forma;1576349810
Vala a céu aberto;1576350401
Vala a céu aberto;1576351637
Vala a céu aberto;1576351718
Vala a céu aberto;1576352366
Vala a céu aberto;1576352447
Vala a céu aberto;1576353419
Outra forma;1576353680
Fossa séptica;1576353842
Outra forma;1576354229
Vala a céu aberto;1576354300
Vala a céu aberto;1576354490
Vala a céu aberto;1576354903
Vala a céu aberto;1576355381
Vala a céu aberto;1576355624
Vala a céu aberto;1576355705
Vala a céu aberto;1576356272
Outra forma;1576356604
Vala a céu aberto;1576356949
Fossa séptica;1576357163
Vala a céu aberto;1576357244
Vala a céu aberto;1576357830
Vala a céu aberto;1576358135
Vala a céu aberto;1576358992
Fossa séptica;1576359611
Direto para um rio, lago ou mar;1576359700
;1576359883
Outra forma;1576360032
Fossa rudimentar;1576360385
Vala a céu aberto;1576360970
Vala a céu aberto;1576361195
Outra forma;1576361519
Vala a céu aberto;1576362329
Fossa séptica;1576362833
Vala a céu aberto;1576363643
Fossa séptica;1576363724
Fossa séptica;1576365425
Fossa séptica;1576366235
Fossa séptica;1576366820
Vala a céu aberto;1576366901
Fossa séptica;1576367207
Fossa rudimentar;1576367398
Fossa rudimentar;1576367983
Vala a céu aberto;1576368017
Vala a céu aberto;1576368106
Vala a céu aberto;1576368521
Vala a céu aberto;1576368602
;1576369250
Outra forma;1576370267
Outra forma;1576370690
Fossa séptica;1576371077
Outra forma;1576371905
Vala a céu aberto;1576372049
Fossa rudimentar;1576372120
Fossa séptica;1576374254
Fossa séptica;1576374840
Outra forma;1576375307
Outra forma;1576375498
Vala a céu aberto;1576375579
Vala a céu aberto;1576376893
Outra forma;1576377008
Fossa séptica;1576377865
Vala a céu aberto;1576378403
Outra forma;1576378594
Vala a céu aberto;1576379213
Fossa séptica;1576380068
Vala a céu aberto;1576380815
Fossa rudimentar;1576381030
Fossa séptica;1584246200
Vala a céu aberto;1584246979
Outra forma;1584247274
Fossa rudimentar;1584247940
Fossa séptica;1584248246
Fossa séptica;1584248599
Fossa séptica;1584248670
Vala a céu aberto;1584248831
Direto para um rio, lago ou mar;1576381200
Vala a céu aberto;1576381463
Fossa séptica;1576382788
Vala a céu aberto;1576382869
Vala a céu aberto;1576382940
Fossa rudimentar;1576383083
Fossa séptica;1576384217
Outra forma;1576384306
Vala a céu aberto;1576384560
Vala a céu aberto;1576384721
Fossa séptica;1576385612
Fossa séptica;1576386856
Fossa rudimentar;1576387070
Vala a céu aberto;1576387313
Vala a céu aberto;1576387747
Fossa rudimentar;1576388042
Fossa séptica;1576388204
Fossa séptica;1576388557
Vala a céu aberto;1576388719
Fossa séptica;1576389286
Fossa séptica;1576389600
Vala a céu aberto;1576389952
Vala a céu aberto;1576390454
Vala a céu aberto;1576390705
Vala a céu aberto;1576391779
Fossa séptica;1576392074
Fossa séptica;1576392236
Fossa séptica;1576392821
Vala a céu aberto;1576393046
Outra forma;1576393712
;1576394018
Outra forma;1576394360
Fossa rudimentar;1576394522
Fossa séptica;1576395090
Vala a céu aberto;1576395413
Vala a céu aberto;1576395766
Fossa séptica;1576395847
Vala a céu aberto;1576396142
Vala a céu aberto;1576396819
Fossa séptica;1576397386
Outra forma;1576398510
Fossa séptica;1576398781
Vala a céu aberto;1576398862
Fossa séptica;1576399168
Outra forma;1576399249
Vala a céu aberto;1576399320
Outra forma;1576399672
Vala a céu aberto;1576400352
Fossa séptica;1576400603
Fossa rudimentar;1576401324
Vala a céu aberto;1576401596
Vala a céu aberto;1576401677
Fossa rudimentar;1576402134
Fossa rudimentar;1576402215
Vala a céu aberto;1576402720
Vala a céu aberto;1576402991
Fossa séptica;1584235691
Fossa séptica;1584235772
;1584236159
Vala a céu aberto;1584236400
Fossa séptica;1584236582
Vala a céu aberto;1584236663
Fossa rudimentar;1584237201
Outra forma;1584237716
Vala a céu aberto;1584239093
Vala a céu aberto;1584239174
Fossa séptica;1584239506
Vala a céu aberto;1584239689
Fossa séptica;1584240776
Vala a céu aberto;1584240938
Vala a céu aberto;1584241071
Vala a céu aberto;1584242043
Vala a céu aberto;1584242124
Outra forma;1584242205
Vala a céu aberto;1584243872
Fossa séptica;1584244330
Vala a céu aberto;1584244410
Fossa rudimentar;1584244844
Outra forma;1584249307
Fossa séptica;1584249722
Fossa séptica;1584249803
Fossa séptica;1584250062
Vala a céu aberto;1584250909
Fossa séptica;1584251204
;1584251549
;1584251891
Vala a céu aberto;1584252600
Outra forma;1584252782
Vala a céu aberto;1584252863
Vala a céu aberto;1584252944
Direto para um rio, lago ou mar;1584253169
Vala a céu aberto;1584253240
Fossa séptica;1584253835
Vala a céu aberto;1584255102
Vala a céu aberto;1584255293
Fossa séptica;1584255536
Vala a céu aberto;1584255617
Vala a céu aberto;1584255706
Outra forma;1584256699
Vala a céu aberto;1584257660
Fossa séptica;1584258209
Fossa séptica;1584258802
Vala a céu aberto;1584259108
Outra forma;1584259280
Outra forma;1584259795
Vala a céu aberto;1584259876
Vala a céu aberto;1584259957
Fossa séptica;1584260106
Fossa séptica;1584261005
Fossa rudimentar;1584261340
Vala a céu aberto;1584261692
Vala a céu aberto;1584261854
Vala a céu aberto;1584262400
Outra forma;1584263040
Outra forma;1584264012
Outra forma;1584264527
Outra forma;1584264799
Fossa rudimentar;1584265175
Fossa séptica;1584265760
Vala a céu aberto;1584266147
Vala a céu aberto;1584266228
Vala a céu aberto;1584267208
Vala a céu aberto;1584268190
Outra forma;1584268352
Fossa séptica;1584268514
Vala a céu aberto;1584269081
Fossa séptica;1584269243
Fossa séptica;1584269405
Outra forma;1584269596
Fossa séptica;1584269839
Fossa séptica;1584270250
Fossa séptica;1584270330
Vala a céu aberto;1584270411
Vala a céu aberto;1584271060
Vala a céu aberto;1584271140
Fossa séptica;1584272627
Vala a céu aberto;1584272899
Fossa séptica;1584273518
Outra forma;1584273780
Vala a céu aberto;1584273941
Fossa séptica;1584274328
Vala a céu aberto;1584275480
Vala a céu aberto;1584277181
Fossa séptica;1584277343
Outra forma;1584277777
Vala a céu aberto;1584277939
Outra forma;1584278749
Vala a céu aberto;1584280050
Fossa séptica;1584280727
Fossa rudimentar;1584281618
Vala a céu aberto;1584281880
Vala a céu aberto;1584282509
;1584282690
Fossa rudimentar;1584283076
Vala a céu aberto;1584283157
Outra forma;1584284129
Fossa séptica;1584284200
Fossa rudimentar;1584284471
Fossa séptica;1584284803
Fossa séptica;1584285796
Outra forma;1584286687
Vala a céu aberto;1584287225
Outra forma;1584287659
Fossa séptica;1584287810
Fossa séptica;1584289430
Fossa rudimentar;1584306203
Fossa séptica;1584306467
Outra forma;1584306548
Vala a céu aberto;1584306890
Vala a céu aberto;1584307358
Fossa séptica;1584307439
Vala a céu aberto;1584307510
Vala a céu aberto;1584307609
Fossa rudimentar;1584308087
Vala a céu aberto;1584308753
Outra forma;1584309059
Fossa rudimentar;1584309130
Vala a céu aberto;1584309300
Fossa séptica;1584309644
Fossa séptica;1584309725
Fossa séptica;1584310570
Fossa rudimentar;1584311037
Fossa rudimentar;1584311207
Fossa séptica;1584311380
Vala a céu aberto;1584311894
Outra forma;1584289600
Fossa séptica;1584289783
Vala a céu aberto;1584290285
Fossa séptica;1584290366
Vala a céu aberto;1584290447
Fossa séptica;1584290790
Vala a céu aberto;1584291176
Fossa séptica;1584291680
Vala a céu aberto;1584293039
Fossa rudimentar;1584293110
Vala a céu aberto;1584294515
Fossa séptica;1584294787
Vala a céu aberto;1584294868
Fossa séptica;1584294949
Vala a céu aberto;1584295163
Vala a céu aberto;1584295406
Fossa rudimentar;1584295597
Fossa séptica;1584295830
Outra forma;1584296054
Outra forma;1584296488
Vala a céu aberto;1584297107
Fossa rudimentar;1584297530
Vala a céu aberto;1584297611
Fossa séptica;1584298189
Vala a céu aberto;1584298340
Vala a céu aberto;1584298502
Vala a céu aberto;1584298693
Vala a céu aberto;1584299312
Outra forma;1584300345
Fossa séptica;1584300779
Vala a céu aberto;1584300850
Vala a céu aberto;1584301406
Vala a céu aberto;1584301589
Vala a céu aberto;1584301660
Vala a céu aberto;1584301902
Vala a céu aberto;1584302127
Fossa séptica;1584302631
Fossa séptica;1584302712
Vala a céu aberto;1584303018
Fossa séptica;1584303280
Fossa séptica;1584303441
Fossa séptica;1584304090
Fossa rudimentar;1584304170
Fossa rudimentar;1584305819
;1590845390
Outra forma;1585096504
Fossa séptica;1585097659
Vala a céu aberto;1585097900
Fossa rudimentar;1590838696
Vala a céu aberto;1590839900
Vala a céu aberto;1590840089
Outra forma;1590840593
Vala a céu aberto;1590840674
Fossa séptica;1590841131
Fossa séptica;1590841301
Vala a céu aberto;1590841484
Outra forma;1590842618
Fossa séptica;1590843266
Direto para um rio, lago ou mar;1590843347
Vala a céu aberto;1590843690
Direto para um rio, lago ou mar;1590845200
Outra forma;1590846362
Fossa rudimentar;1590846796
Fossa rudimentar;1590847415
Vala a céu aberto;1590849892
Direto para um rio, lago ou mar;1590850122
Fossa rudimentar;1590850807
Fossa séptica;1590851013
;1590851285
Vala a céu aberto;1590851447
;1590884884
Outra forma;1590885341
;1590885856
Vala a céu aberto;1590851951
Fossa séptica;1590853490
Fossa rudimentar;1590853733
Vala a céu aberto;1590856759
Outra forma;1590858298
Vala a céu aberto;1590861833
Fossa séptica;1590862139
Vala a céu aberto;1590864263
Vala a céu aberto;1590864930
Fossa séptica;1590865235
Vala a céu aberto;1590866550
Vala a céu aberto;1590867289
Outra forma;1590867793
;1590867955
Vala a céu aberto;1590868765
Vala a céu aberto;1590868846
Outra forma;1590870077
Vala a céu aberto;1590872363
Vala a céu aberto;1590874064
Vala a céu aberto;1590875460
Vala a céu aberto;1590875893
Vala a céu aberto;1590876008
Fossa séptica;1590876199
Fossa séptica;1590876431
Vala a céu aberto;1590877756
Vala a céu aberto;1590878302
;1590878809
Vala a céu aberto;1590878990
Fossa séptica;1590879023
Vala a céu aberto;1590879880
Outra forma;1590880463
Vala a céu aberto;1590880978
Vala a céu aberto;1590881001
Vala a céu aberto;1590881354
Vala a céu aberto;1590881435
Vala a céu aberto;1590881516
Vala a céu aberto;1590881869
Vala a céu aberto;1590882245
Fossa séptica;1590882326
Outra forma;1590882679
Vala a céu aberto;1590883306
Fossa séptica;1590883560
Fossa séptica;1590888600
Vala a céu aberto;1590889681
Vala a céu aberto;1590889843
Vala a céu aberto;1590890507
Fossa séptica;1590890850
Fossa rudimentar;1590890930
Vala a céu aberto;1590891317
Vala a céu aberto;1590892046
Vala a céu aberto;1590892470
Vala a céu aberto;1590892712
Vala a céu aberto;1590892984
Fossa séptica;1590893018
Fossa rudimentar;1590893794
Outra forma;1590896386
Vala a céu aberto;1590897358
Fossa séptica;1590897943
Vala a céu aberto;1590898249
Vala a céu aberto;1596387394
Vala a céu aberto;1596387980
Fossa rudimentar;1596388013
Fossa séptica;1596388609
Vala a céu aberto;1596389257
Vala a céu aberto;1596389419
Fossa séptica;1596389761
Fossa séptica;1596394331
Fossa séptica;1596395141
Fossa séptica;1596395494
Fossa séptica;1596395737
Fossa séptica;1596395818
Vala a céu aberto;1596397861
;1596399309
Fossa séptica;1596399481
Outra forma;1596400242
Fossa séptica;1596400838
Fossa séptica;1596400919
Vala a céu aberto;1596401303
Vala a céu aberto;1596401800
Vala a céu aberto;1596401990
Fossa rudimentar;1596402709
Vala a céu aberto;1596405473
Fossa séptica;1596406364
Vala a céu aberto;1596406607
Vala a céu aberto;1596407093
